,PA01H:CO,PA01H:PM10,PA01H:PM25,PA01H:NO2,PA01H:NO,PA01H:NOX,PA01H:O3,OBJECTID
,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,0
,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone,2
,CO,PM10,PM25,NO2,NO,NOX,O3,3
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/09/27 04:00:00+00,,11.500000,7.100000,10.600000,0.600000,11.500000,44.900000,6464
2021/09/27 05:00:00+00,,12.300000,7.200000,14,0.900000,15.300000,41.800000,6465
2021/09/27 06:00:00+00,,12.100000,6.900000,25.200000,1.300000,27.300000,31,6466
2021/09/27 07:00:00+00,,13.600000,7,31.900000,3.200000,36.900000,27.300000,6467
2021/09/27 08:00:00+00,,15.200000,7.200000,32.900000,3.700000,38.500000,27.200000,6468
2021/09/27 09:00:00+00,,17.700000,7.700000,31.800000,4.900000,39.300000,25.900000,6469
2021/09/27 10:00:00+00,,16,8,28.500000,6.500000,38.500000,29.900000,6470
2021/09/27 11:00:00+00,,14.500000,8.700000,20.700000,3.700000,26.300000,42.900000,6471
2021/09/27 12:00:00+00,,12.100000,7.200000,16.800000,2.200000,20.200000,56.200000,6472
2021/09/27 13:00:00+00,,10.900000,4.200000,23.800000,2.900000,28.200000,53,6473
2021/09/27 14:00:00+00,,10.300000,4.200000,19.400000,4.400000,26,59.700000,6474
2021/09/27 15:00:00+00,,11.300000,4.200000,13,2.500000,16.800000,67.800000,6475
2021/09/27 16:00:00+00,,10.700000,3.900000,16.900000,2.300000,20.500000,69.100000,6476
2021/09/27 17:00:00+00,,10,3.900000,22.500000,1.900000,25.600000,65.400000,6477
2021/09/27 18:00:00+00,,11.200000,4.700000,29.700000,1.400000,31.800000,58.300000,6478
2021/09/27 19:00:00+00,,13,5.600000,58.700000,1.800000,61.400000,26.600000,6479
2021/09/27 20:00:00+00,,12.300000,6.100000,58.200000,1.700000,61,26.100000,6480
2021/09/27 21:00:00+00,,11.800000,6.400000,47,1,48.600000,30.800000,6481
2021/09/27 22:00:00+00,,10.900000,5.900000,43.500000,0.800000,44.700000,30.200000,6482
2021/09/27 23:00:00+00,,11.700000,5.800000,42.300000,1,43.900000,26.400000,6483
2021/09/28 00:00:00+00,,9.100000,5.300000,40,1.300000,42,27.600000,6484
2021/09/28 01:00:00+00,,8.900000,4.500000,38.700000,0.900000,40,25.700000,6485
2021/09/28 02:00:00+00,,10,5.100000,48.300000,7.400000,59.600000,9.700000,6486
2021/09/28 03:00:00+00,,12.200000,6.300000,48.200000,18.300000,76.200000,2.300000,6487
2021/09/28 04:00:00+00,,12.300000,5.900000,42,13.100000,62.100000,2.100000,6488
2021/09/28 05:00:00+00,,12.900000,5.800000,41.700000,24,78.400000,2,6489
2021/09/28 06:00:00+00,,12.100000,5.200000,49.800000,27.700000,92.200000,2.200000,6490
2021/09/28 07:00:00+00,,14.300000,6.300000,53.100000,38.900000,112.700000,4.200000,6491
2021/09/28 08:00:00+00,,28.100000,9.100000,57,71.100000,166.100000,5.700000,6492
2021/09/28 09:00:00+00,,30.400000,10.700000,57.500000,61.900000,152.300000,9.800000,6493
2021/09/28 10:00:00+00,,30.500000,11.100000,51.600000,48.800000,126.400000,13.900000,6494
2021/09/28 11:00:00+00,,22.900000,9.300000,38.900000,17.300000,65.400000,30.100000,6495
2021/09/28 12:00:00+00,,16.900000,7.700000,15.400000,3.200000,20.300000,65.800000,6496
2021/09/28 13:00:00+00,,15.100000,6.600000,15.100000,2.700000,19.200000,66.200000,6497
2021/09/28 14:00:00+00,,15.400000,5.800000,12.400000,2.300000,15.900000,70.900000,6498
2021/09/28 15:00:00+00,,15.300000,6.300000,12.300000,2.100000,15.500000,72.400000,6499
2021/09/28 16:00:00+00,,15.300000,5.700000,14.900000,2,17.900000,69.500000,6500
2021/09/28 17:00:00+00,,14,5.900000,18.900000,1.600000,21.400000,65.600000,6501
2021/09/28 18:00:00+00,,14.800000,7.200000,28.800000,1,30.300000,54.600000,6502
2021/09/28 19:00:00+00,,17.400000,8.900000,41.200000,1,42.700000,44.600000,6503
2021/09/28 20:00:00+00,,17.800000,9.500000,45.200000,1.300000,47.200000,34.300000,6504
2021/09/28 21:00:00+00,,15.300000,8,34.800000,1,36.200000,40.800000,6505
2021/09/28 22:00:00+00,,13.400000,6.300000,30.100000,0.900000,31.500000,39,6506
2021/09/28 23:00:00+00,,10.400000,5.300000,25,0.700000,26.100000,43.700000,6507
2021/09/29 00:00:00+00,,9.700000,4.300000,12.500000,0.500000,13.200000,60.400000,6508
2021/09/29 01:00:00+00,,8.800000,4.100000,8.800000,0.400000,9.400000,60.700000,6509
2021/09/29 02:00:00+00,,8.700000,3.900000,7.700000,0.500000,8.400000,58.200000,6510
2021/09/29 03:00:00+00,,7.700000,3.400000,6,0.500000,6.900000,61.900000,6511
2021/09/29 04:00:00+00,,6.400000,3.100000,5.800000,0.400000,6.500000,63.100000,6512
2021/09/29 05:00:00+00,,5.200000,2.800000,9.400000,0.700000,10.500000,57.600000,6513
2021/09/29 06:00:00+00,,3.300000,1.700000,14.300000,0.700000,15.400000,56.700000,6514
2021/09/29 07:00:00+00,,4.200000,1.800000,24.600000,1.800000,27.500000,44.200000,6515
2021/09/29 08:00:00+00,,7.700000,2.600000,21.400000,3.200000,26.200000,47.700000,6516
2021/09/29 09:00:00+00,,9.400000,3.300000,15.700000,3.700000,21.400000,52.500000,6517
2021/09/29 10:00:00+00,,11.100000,4.100000,11.900000,3,16.500000,59.800000,6518
2021/09/29 11:00:00+00,,13.800000,4.700000,11.900000,2.500000,15.700000,64.500000,6519
2021/09/29 12:00:00+00,,10.400000,4.500000,15.900000,3.900000,21.900000,63.300000,6520
2021/09/29 13:00:00+00,,7.900000,3.300000,15.200000,3.300000,20.300000,65.800000,6521
2021/09/29 14:00:00+00,,10.800000,3.600000,13,2.500000,16.800000,67.300000,6522
2021/09/29 15:00:00+00,,10.400000,3.600000,15.400000,2.700000,19.600000,63.700000,6523
2021/09/29 16:00:00+00,,10.900000,4,16.300000,3,20.900000,62.100000,6524
2021/09/29 17:00:00+00,,13.700000,4.500000,16.900000,1.700000,19.600000,62.700000,6525
2021/09/29 18:00:00+00,,14.400000,5.300000,27.500000,1.400000,29.600000,47.600000,6526
2021/09/29 19:00:00+00,,14.800000,6.600000,35.100000,1.200000,37,45.100000,6527
2021/09/29 20:00:00+00,,19,8.400000,39.300000,1.600000,41.700000,34.100000,6528
2021/09/29 21:00:00+00,,16.100000,7.100000,31.400000,1.100000,33.100000,40.700000,6529
2021/09/29 22:00:00+00,,12.500000,5.400000,25.800000,0.900000,27,44.600000,6530
2021/09/29 23:00:00+00,,9.600000,4.400000,19.500000,0.600000,20.500000,48.700000,6531
2021/09/30 00:00:00+00,,8,3.900000,16.600000,0.500000,17.400000,49.100000,6532
2021/09/30 01:00:00+00,,9.100000,3.700000,15,0.500000,15.900000,49.500000,6533
2021/09/30 02:00:00+00,,9.400000,3.900000,14.600000,0.400000,15.100000,49.400000,6534
2021/09/30 03:00:00+00,,7.300000,3.500000,14.100000,0.600000,15,45.300000,6535
2021/09/30 04:00:00+00,,9.100000,3.800000,14.600000,0.400000,15.300000,43.900000,6536
2021/09/30 05:00:00+00,,8.900000,3.700000,17.900000,0.600000,19,39.500000,6537
2021/09/30 06:00:00+00,,10,4.600000,46.400000,19.700000,76.500000,6.100000,6538
2021/09/30 07:00:00+00,,15.700000,6.400000,53.600000,43.700000,120.700000,4.500000,6539
2021/09/30 08:00:00+00,,20.600000,7.500000,52.800000,48.500000,127.200000,8.800000,6540
2021/09/30 09:00:00+00,,27.400000,9.400000,47.800000,35.800000,102.100000,20.200000,6541
2021/09/30 10:00:00+00,,20.100000,8.500000,25,7.500000,36.400000,51.400000,6542
2021/09/30 11:00:00+00,,16.100000,6.900000,16.700000,4.700000,23.900000,60,6543
2021/09/30 12:00:00+00,,14.300000,6.500000,13.500000,3.400000,18.700000,65.800000,6544
2021/09/30 13:00:00+00,,13.200000,5.300000,12.100000,2.900000,16.500000,69.800000,6545
2021/09/30 14:00:00+00,,12.900000,4.600000,12,2.400000,15.700000,69.700000,6546
2021/09/30 15:00:00+00,,11.800000,4.500000,13.300000,2.300000,16.800000,71,6547
2021/09/30 16:00:00+00,,12.800000,5,15.700000,1.900000,18.700000,68.600000,6548
2021/09/30 17:00:00+00,,16.500000,5.900000,17.700000,1.400000,19.800000,65,6549
2021/09/30 18:00:00+00,,17,7.900000,31.700000,1.400000,33.800000,48.300000,6550
2021/09/30 19:00:00+00,,19.300000,11.300000,44.600000,1.700000,47.200000,37.600000,6551
2021/09/30 20:00:00+00,,19.300000,12.300000,48,1.900000,50.900000,31.700000,6552
2021/09/30 21:00:00+00,,20.400000,11.200000,55.600000,2.600000,59.500000,21.100000,6553
2021/09/30 22:00:00+00,,14.800000,8.400000,48,1.500000,50.200000,26.200000,6554
2021/09/30 23:00:00+00,,12.300000,6.400000,34.100000,1.100000,35.800000,34.600000,6555
2021/10/01 00:00:00+00,,10.200000,5.300000,28.500000,0.800000,29.700000,36.100000,6556
2021/10/01 01:00:00+00,,10.700000,4.900000,26.500000,0.700000,27.700000,38.300000,6557
2021/10/01 02:00:00+00,,8,4.200000,20.900000,0.700000,22,39,6558
2021/10/01 03:00:00+00,,7.900000,3.900000,18.700000,0.400000,19.300000,39.500000,6559
2021/10/01 04:00:00+00,,9.100000,4.100000,30.400000,3.200000,35.300000,26.800000,6560
2021/10/01 05:00:00+00,,10.200000,4.500000,45.500000,9.500000,60.100000,12.900000,6561
2021/10/01 06:00:00+00,,11,4.800000,45.600000,6.600000,55.700000,10.900000,6562
2021/10/01 07:00:00+00,,15.200000,6,48,18,75.600000,9,6563
2021/10/01 08:00:00+00,,22.500000,7.500000,44.200000,20.400000,75.600000,13.800000,6564
2021/10/01 09:00:00+00,,24.500000,8.500000,37,15,60,25.900000,6565
2021/10/01 10:00:00+00,,24.900000,7.600000,31.500000,9.400000,45.900000,30.500000,6566
2021/10/01 11:00:00+00,,15.900000,7.300000,26,5.500000,34.300000,44.700000,6567
2021/10/01 12:00:00+00,,,7.900000,20.100000,4.200000,26.500000,50.900000,6568
2021/10/01 13:00:00+00,,,7.100000,16.900000,3.300000,22,56.900000,6569
2021/10/01 14:00:00+00,,,6.800000,21,2.500000,24.900000,51.500000,6570
2021/10/01 15:00:00+00,,11.600000,5.900000,24.900000,3.200000,29.600000,47.200000,6571
2021/10/01 16:00:00+00,,9.600000,6,26.500000,2.400000,30.200000,42.100000,6572
2021/10/01 17:00:00+00,,9.400000,5.900000,26.100000,2,29.100000,45.300000,6573
2021/10/01 18:00:00+00,,10.500000,7.400000,27.500000,1.300000,29.400000,44,6574
2021/10/01 19:00:00+00,,10.200000,7.700000,26.600000,1.500000,28.900000,45.500000,6575
2021/10/01 20:00:00+00,,11.200000,8.500000,23.900000,1.200000,25.700000,45.500000,6576
2021/10/01 21:00:00+00,,11.500000,8.600000,22.800000,1.300000,24.800000,44.700000,6577
2021/10/01 22:00:00+00,,9.800000,6.900000,17.200000,0.900000,18.600000,47.200000,6578
2021/10/01 23:00:00+00,,6.800000,5.200000,18.600000,0.700000,19.700000,40.500000,6579
2021/10/02 00:00:00+00,,8.100000,5.700000,19.900000,0.800000,21.100000,34.600000,6580
2021/10/02 01:00:00+00,,8.100000,5.800000,19,0.800000,20.400000,30.800000,6581
2021/10/02 02:00:00+00,,8.500000,5.600000,16,0.800000,17.100000,36.200000,6582
2021/10/02 03:00:00+00,,8.400000,5.400000,16.300000,1,17.800000,31.500000,6583
2021/10/02 04:00:00+00,,8.800000,5.700000,16.500000,0.800000,17.800000,28.500000,6584
2021/10/02 05:00:00+00,,9.600000,6.700000,13.900000,0.700000,15.100000,32.800000,6585
2021/10/02 06:00:00+00,,10.600000,6.800000,20.600000,1.100000,22.200000,25.500000,6586
2021/10/02 07:00:00+00,,10,5.800000,24.500000,2.300000,28.100000,31.700000,6587
2021/10/02 08:00:00+00,,9.800000,5.800000,18.200000,3.900000,24.200000,42.700000,6588
2021/10/02 09:00:00+00,,12.800000,7,13.800000,2.400000,17.600000,49.900000,6589
2021/10/02 10:00:00+00,,13,7.200000,12.400000,3.100000,17.100000,54,6590
2021/10/02 11:00:00+00,,12.800000,7.100000,14.100000,3.500000,19.500000,57.800000,6591
2021/10/02 12:00:00+00,,16.800000,9.800000,16.500000,2.800000,20.800000,54.600000,6592
2021/10/02 13:00:00+00,,,9.300000,15.400000,1.800000,18.200000,53.100000,6593
2021/10/02 14:00:00+00,,,7.200000,15.600000,1.900000,18.500000,50.200000,6594
2021/10/02 15:00:00+00,,9.800000,6.300000,19.900000,1.900000,22.700000,42.800000,6595
2021/10/02 16:00:00+00,,8.500000,6,20.600000,1.900000,23.400000,43.600000,6596
2021/10/02 17:00:00+00,,7.600000,5.400000,18.300000,1.500000,20.600000,46.100000,6597
2021/10/02 18:00:00+00,,8.400000,6,17.400000,1.400000,19.500000,43.900000,6598
2021/10/02 19:00:00+00,,8.200000,6.200000,15.500000,1.600000,18,46.600000,6599
2021/10/02 20:00:00+00,,7.800000,6,13.800000,1.400000,15.900000,48.700000,6600
2021/10/02 21:00:00+00,,8.100000,5.600000,11.500000,1.200000,13.400000,50.800000,6601
2021/10/02 22:00:00+00,,6.100000,3.900000,8.900000,1.100000,10.500000,50.600000,6602
2021/10/02 23:00:00+00,,5.300000,3.400000,8.900000,1.100000,10.600000,48.600000,6603
2021/10/03 00:00:00+00,,5.500000,3.400000,9.400000,1,10.800000,47.100000,6604
2021/10/03 01:00:00+00,,7.500000,4,9,0.800000,10.200000,48.300000,6605
2021/10/03 02:00:00+00,,8.200000,4.600000,10.200000,0.800000,11.600000,49.200000,6606
2021/10/03 03:00:00+00,,8.600000,4.900000,8.300000,0.900000,9.600000,53.900000,6607
2021/10/03 04:00:00+00,,8.500000,5.200000,7.300000,0.600000,8.300000,57,6608
2021/10/03 05:00:00+00,,9.800000,5.600000,7,0.400000,7.600000,55.600000,6609
2021/10/03 06:00:00+00,,6.800000,4.100000,6.900000,0.400000,7.600000,61.800000,6610
2021/10/03 07:00:00+00,,2.500000,1.300000,9.600000,0.500000,10.300000,58.200000,6611
2021/10/03 08:00:00+00,,3.700000,2.300000,23.200000,0.700000,24.300000,44.300000,6612
2021/10/03 09:00:00+00,,5.300000,3.300000,33.100000,1.700000,35.800000,41.800000,6613
2021/10/03 10:00:00+00,,5.300000,3,17.300000,1.400000,19.500000,58.100000,6614
2021/10/03 11:00:00+00,,1.900000,1.300000,9,0.800000,10.300000,73.800000,6615
2021/10/03 12:00:00+00,,3.100000,2,10.900000,1.900000,13.800000,69.500000,6616
2021/10/03 13:00:00+00,,3.300000,2.100000,8.900000,1.800000,11.600000,72,6617
2021/10/03 14:00:00+00,,3.900000,1.900000,7.400000,1.200000,9.100000,71.700000,6618
2021/10/03 15:00:00+00,,7,2.600000,9.500000,1.200000,11.400000,68.900000,6619
2021/10/03 16:00:00+00,,8.700000,3.100000,11.100000,1.200000,12.800000,65.400000,6620
2021/10/03 17:00:00+00,,8.200000,4.200000,15.700000,1.100000,17.400000,55.500000,6621
2021/10/03 18:00:00+00,,10.400000,5.200000,26.500000,1.200000,28.400000,41.400000,6622
2021/10/03 19:00:00+00,,11.300000,7,30,1.300000,32,38,6623
2021/10/03 20:00:00+00,,9.700000,6.400000,24.800000,1.200000,26.600000,39.200000,6624
2021/10/03 21:00:00+00,,7.800000,5.100000,22.400000,1,24.100000,38.400000,6625
2021/10/03 22:00:00+00,,6.200000,3.800000,17.100000,1,18.500000,42.500000,6626
2021/10/03 23:00:00+00,,5.600000,3,14.300000,0.600000,15.100000,44.100000,6627
2021/10/04 00:00:00+00,,6.500000,2.900000,13.100000,0.600000,14,45.300000,6628
2021/10/04 01:00:00+00,,7.100000,3,10.900000,0.500000,11.600000,45.500000,6629
2021/10/04 02:00:00+00,,8.200000,3.200000,9.200000,0.600000,10.200000,46.700000,6630
2021/10/04 03:00:00+00,,9,3.300000,9.300000,0.500000,9.900000,45.100000,6631
2021/10/04 04:00:00+00,,9,3.600000,12.600000,0.500000,13.400000,42,6632
2021/10/04 05:00:00+00,,9.900000,3.800000,20.800000,0.900000,22.100000,36.200000,6633
2021/10/04 06:00:00+00,,10.400000,4.200000,42.500000,4.800000,49.800000,11.800000,6634
2021/10/04 07:00:00+00,,14.900000,5.500000,49.200000,19.900000,79.700000,6.900000,6635
2021/10/04 08:00:00+00,,17.500000,6.100000,37.700000,19.100000,67.100000,17.700000,6636
2021/10/04 09:00:00+00,,17.300000,6.300000,30.700000,14.100000,52.400000,26,6637
2021/10/04 10:00:00+00,,19,6.600000,26.100000,10.900000,42.900000,34.300000,6638
2021/10/04 11:00:00+00,,16.900000,7,18.900000,6.100000,28.200000,47.900000,6639
2021/10/04 12:00:00+00,,18,7.400000,14,3.200000,18.900000,56.500000,6640
2021/10/04 13:00:00+00,,18,6.600000,12.500000,2.800000,16.700000,61,6641
2021/10/04 14:00:00+00,,14.700000,5.300000,14.100000,2.300000,17.700000,61.100000,6642
2021/10/04 15:00:00+00,,13.900000,4.900000,15.100000,2.500000,18.900000,59.900000,6643
2021/10/04 16:00:00+00,,18.600000,5.300000,14.900000,2,17.900000,61.200000,6644
2021/10/04 17:00:00+00,,14.600000,5.400000,21,1.700000,23.600000,53.200000,6645
2021/10/04 18:00:00+00,,16.200000,7.700000,35.600000,1.400000,37.800000,35.200000,6646
2021/10/04 19:00:00+00,,15.400000,9,49.600000,2,52.600000,21.100000,6647
2021/10/04 20:00:00+00,,16.600000,9.500000,50,2.600000,54,19,6648
2021/10/04 21:00:00+00,,12,6.500000,32.700000,1.800000,35.500000,32.500000,6649
2021/10/04 22:00:00+00,,8.500000,4.600000,17.800000,1.100000,19.400000,42.700000,6650
2021/10/04 23:00:00+00,,7.500000,4,15.700000,0.900000,17.100000,43.400000,6651
2021/10/05 00:00:00+00,,9,4.100000,15.300000,0.800000,16.500000,39.200000,6652
2021/10/05 01:00:00+00,,13.400000,7.500000,12,1,13.600000,39.700000,6653
2021/10/05 02:00:00+00,,7.700000,4.200000,9.900000,0.900000,11.300000,41.400000,6654
2021/10/05 03:00:00+00,,7.700000,3.800000,9.700000,0.500000,10.400000,41,6655
2021/10/05 04:00:00+00,,8.100000,3.800000,11.200000,0.600000,12.200000,40.700000,6656
2021/10/05 05:00:00+00,,10,4.900000,13.600000,1,15,43.700000,6657
2021/10/05 06:00:00+00,,11.500000,4.700000,21.900000,1.600000,24.400000,39.500000,6658
2021/10/05 07:00:00+00,,12.700000,5.700000,26.600000,2.300000,30.100000,36.200000,6659
2021/10/05 08:00:00+00,,10.800000,5.800000,31.200000,3.400000,36.500000,31.200000,6660
2021/10/05 09:00:00+00,,7.100000,3.500000,23.900000,3,28.500000,38.900000,6661
2021/10/05 10:00:00+00,,7.300000,3.200000,19.400000,2.400000,22.900000,58.100000,6662
2021/10/05 11:00:00+00,,8,4.100000,21.500000,3.500000,26.900000,59.900000,6663
2021/10/05 12:00:00+00,,9.600000,4.700000,14.300000,3.600000,19.700000,66.500000,6664
2021/10/05 13:00:00+00,,,,12.200000,2.900000,16.600000,71.400000,6665
2021/10/05 14:00:00+00,,13.400000,4,14.300000,2.100000,17.500000,68.300000,6666
2021/10/05 15:00:00+00,,8.700000,3.500000,15,2.800000,19.400000,69.800000,6667
2021/10/05 16:00:00+00,,7.600000,3.300000,14.100000,2.200000,17.600000,70,6668
2021/10/05 17:00:00+00,,8,3.500000,16.100000,1.500000,18.400000,65.200000,6669
2021/10/05 18:00:00+00,,7.100000,3.300000,23,1.200000,24.900000,58.100000,6670
2021/10/05 19:00:00+00,,7.700000,5.400000,34.800000,1.400000,37,47.600000,6671
2021/10/05 20:00:00+00,,9.200000,5.500000,22.500000,0.800000,23.700000,55.700000,6672
2021/10/05 21:00:00+00,,11,5.600000,15.500000,0.800000,16.700000,61,6673
2021/10/05 22:00:00+00,,11,5.300000,13,0.700000,14,62.700000,6674
2021/10/05 23:00:00+00,,11.200000,5.100000,11.400000,0.500000,12.200000,62.600000,6675
2021/10/06 00:00:00+00,,10.400000,4.700000,9.700000,0.600000,10.600000,63,6676
2021/10/06 01:00:00+00,,10.300000,4.500000,7.300000,0.300000,7.900000,62.900000,6677
2021/10/06 02:00:00+00,,10.200000,4.400000,7,0.500000,7.700000,61.800000,6678
2021/10/06 03:00:00+00,,8.600000,4.100000,6.200000,0.500000,6.900000,60.100000,6679
2021/10/06 04:00:00+00,,9.500000,4.100000,8.100000,0.600000,9,55.900000,6680
2021/10/06 05:00:00+00,,9.700000,4,12.600000,0.900000,13.900000,50.400000,6681
2021/10/06 06:00:00+00,,9.600000,4.100000,20.600000,1.200000,22.500000,41.200000,6682
2021/10/06 07:00:00+00,,11.100000,4.600000,26.800000,2.300000,30.400000,37.400000,6683
2021/10/06 08:00:00+00,,17.100000,5.600000,25.300000,5,33,41.500000,6684
2021/10/06 09:00:00+00,,15.500000,6,19,5,26.700000,48.700000,6685
2021/10/06 10:00:00+00,,16,6.200000,15.700000,4.600000,22.700000,54.800000,6686
2021/10/06 11:00:00+00,,16.400000,6.800000,13.900000,3,18.600000,62.500000,6687
2021/10/06 12:00:00+00,,17.700000,7.400000,14.200000,3,18.700000,67.500000,6688
2021/10/06 13:00:00+00,,18.500000,6.400000,13.100000,2.500000,16.900000,69.800000,6689
2021/10/06 14:00:00+00,,17,5.300000,13.800000,2.500000,17.700000,71.700000,6690
2021/10/06 15:00:00+00,,15.700000,4.900000,14.900000,2.200000,18.300000,72.400000,6691
2021/10/06 16:00:00+00,,16.600000,5.600000,14.800000,1.600000,17.200000,70,6692
2021/10/06 17:00:00+00,,16,6.300000,19.500000,1.300000,21.600000,61.400000,6693
2021/10/06 18:00:00+00,,16,7.200000,23,0.800000,24.200000,58,6694
2021/10/06 19:00:00+00,,14.900000,8,30.600000,0.700000,31.600000,48.800000,6695
2021/10/06 20:00:00+00,,13.700000,7.300000,27,0.500000,27.800000,50.500000,6696
2021/10/06 21:00:00+00,,13.200000,7.100000,26.900000,0.600000,27.900000,46.500000,6697
2021/10/06 22:00:00+00,,17.200000,8.500000,46.700000,2.100000,50,24.400000,6698
2021/10/06 23:00:00+00,,13,7.200000,41.600000,1.400000,43.700000,25.300000,6699
2021/10/07 00:00:00+00,,12,6.100000,37.100000,1,38.600000,24.700000,6700
2021/10/07 01:00:00+00,,13.700000,6.100000,31.700000,1,33.200000,28.500000,6701
2021/10/07 02:00:00+00,,13.800000,5.900000,25.200000,0.700000,26.400000,33.300000,6702
2021/10/07 03:00:00+00,,11.100000,5.600000,22.700000,0.700000,23.800000,31.200000,6703
2021/10/07 04:00:00+00,,10.600000,5.700000,28.100000,1,29.500000,24.500000,6704
2021/10/07 05:00:00+00,,11.800000,6.100000,32.600000,1.100000,34.300000,22,6705
2021/10/07 06:00:00+00,,12.900000,6.400000,47.800000,6.100000,57.100000,8,6706
2021/10/07 07:00:00+00,,17.900000,8.100000,58,32.200000,107.400000,4.500000,6707
2021/10/07 08:00:00+00,,32.100000,11.600000,54.100000,37,110.700000,11.200000,6708
2021/10/07 09:00:00+00,,33.200000,12.700000,48.600000,21.900000,82.300000,22.500000,6709
2021/10/07 10:00:00+00,,28.100000,11.300000,40.900000,13.700000,61.900000,38,6710
2021/10/07 11:00:00+00,,32.500000,12.100000,39.900000,11.100000,56.900000,40.500000,6711
2021/10/07 12:00:00+00,,26.900000,11.100000,35.100000,9.900000,50.300000,49,6712
2021/10/07 13:00:00+00,,27.300000,10.700000,30.600000,5.700000,39.400000,52.800000,6713
2021/10/07 14:00:00+00,,14.100000,6.400000,15.200000,2.400000,18.900000,71.400000,6714
2021/10/07 15:00:00+00,,15.600000,6.300000,17.900000,2.100000,21.100000,67.200000,6715
2021/10/07 16:00:00+00,,16.400000,6.800000,21.900000,2.600000,25.900000,61,6716
2021/10/07 17:00:00+00,,15,6.400000,22.400000,1.100000,24.100000,63.400000,6717
2021/10/07 18:00:00+00,,13,7.700000,33,0.600000,33.900000,50.300000,6718
2021/10/07 19:00:00+00,,17.300000,11.300000,53.600000,1.100000,55.300000,29.200000,6719
2021/10/07 20:00:00+00,,23.100000,15.900000,71.800000,3,76.300000,13.800000,6720
